player_id,player_name,position,team,bye_week,age,injury_status,projection_points,projection_rank,position_rank,tier,ceiling_projection,floor_projection,adp,adp_rank,expert_rank,projection_source,archetype_primary,archetype_confidence,injury_risk,durability_grade,boom_score,bust_score,stability_score,archetype
9221.0,Jahmyr Gibbs,RB,DET,6.0,24.0,Questionable,337.2,1.0,2.0,1.0,,,1.1,1.0,2.0,real,bellcow_rb,0.111,65.0,,,,35.0,UNKNOWN
9493.0,Puka Nacua,WR,LAR,11.0,25.0,Active,281.3,1.0,2.0,1.0,,,4.0,4.0,4.0,real,possession_wr,0.24,30.0,,,,70.0,STEADY
8130.0,Trey McBride,TE,ARI,14.0,26.0,Active,199.8,1.0,2.0,3.0,,,29.0,28.0,19.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
4984.0,Josh Allen,QB,BUF,7.0,30.0,Active,372.2,1.0,1.0,4.0,,,35.7,36.0,26.0,real,dual_threat_qb,0.8,30.0,,,,70.0,STEADY
9509.0,Bijan Robinson,RB,ATL,11.0,24.0,Active,332.2,2.0,1.0,1.0,,,2.0,2.0,1.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
7564.0,Ja'Marr Chase,WR,CIN,6.0,26.0,Active,275.4,2.0,1.0,1.0,,,3.1,3.0,3.0,real,possession_wr,0.51,30.0,,,,70.0,STEADY
11604.0,Brock Bowers,TE,LV,13.0,23.0,Active,195.5,2.0,1.0,3.0,,,19.7,20.0,17.0,real,receiving_te,0.473,30.0,,,,70.0,STEADY
11564.0,Drake Maye,QB,NE,11.0,23.0,Active,326.9,2.0,3.0,5.0,,,66.7,66.0,34.0,real,dual_threat_qb,0.614,30.0,,,,70.0,STEADY
9488.0,Jaxon Smith-Njigba,WR,SEA,11.0,24.0,Active,268.6,3.0,3.0,1.0,,,5.5,5.0,5.0,real,possession_wr,0.07,30.0,,,,70.0,STEADY
4034.0,Christian McCaffrey,RB,SF,8.0,30.0,Active,295.7,3.0,3.0,2.0,,,6.0,6.0,7.0,real,bellcow_rb,0.344,30.0,,,,70.0,STEADY
12517.0,Colston Loveland,TE,CHI,10.0,22.0,Active,170.3,3.0,3.0,5.0,,,46.0,46.0,38.0,real,receiving_te,0.453,30.0,,,,70.0,STEADY
4881.0,Lamar Jackson,QB,BAL,13.0,29.0,Active,325.0,3.0,2.0,5.0,,,55.2,55.0,33.0,real,dual_threat_qb,0.629,30.0,,,,70.0,STEADY
7547.0,Amon-Ra St. Brown,WR,DET,6.0,26.0,Active,261.1,4.0,4.0,2.0,,,7.1,7.0,6.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
6813.0,Jonathan Taylor,RB,IND,13.0,27.0,Active,289.9,4.0,4.0,2.0,,,8.1,8.0,9.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
12518.0,Tyler Warren,TE,IND,13.0,24.0,Active,160.7,4.0,4.0,6.0,,,63.8,65.0,60.0,real,receiving_te,0.466,30.0,,,,70.0,STEADY
11566.0,Jayden Daniels,QB,WAS,7.0,25.0,Active,324.6,4.0,6.0,6.0,,,67.9,67.0,56.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
3198.0,Derrick Henry,RB,BAL,13.0,32.0,Active,264.2,5.0,12.0,4.0,,,17.4,17.0,25.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
8112.0,Drake London,WR,ATL,11.0,25.0,Active,238.3,5.0,7.0,3.0,,,21.0,21.0,12.0,real,possession_wr,0.208,30.0,,,,70.0,STEADY
6904.0,Jalen Hurts,QB,PHI,10.0,28.0,Active,320.6,5.0,5.0,6.0,,,71.6,70.0,55.0,real,dual_threat_qb,0.681,30.0,,,,70.0,STEADY
7553.0,Kyle Pitts,TE,ATL,11.0,25.0,Active,155.9,5.0,8.0,8.0,,,103.8,103.0,85.0,real,receiving_te,0.501,30.0,,,,70.0,STEADY
6786.0,CeeDee Lamb,WR,DAL,14.0,27.0,Active,224.2,6.0,5.0,2.0,,,9.6,9.0,8.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
9226.0,De'Von Achane,RB,MIA,6.0,24.0,Active,259.3,6.0,7.0,3.0,,,18.1,18.0,14.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
12508.0,Jaxson Dart,QB,NYG,8.0,23.0,Active,311.8,6.0,9.0,7.0,,,101.1,101.0,76.0,real,dual_threat_qb,0.827,30.0,,,,70.0,STEADY
12506.0,Harold Fannin,TE,CLE,11.0,22.0,Active,149.7,6.0,6.0,7.0,,,102.4,102.0,72.0,real,receiving_te,0.486,30.0,,,,70.0,STEADY
8138.0,James Cook,RB,BUF,7.0,26.0,Active,253.5,7.0,5.0,2.0,,,11.4,11.0,11.0,real,unclassified,0.0,30.0,,,,70.0,STEADY
